file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
F2BJRLP1,0.0,25.309125,wav,-45.817059092256024,-45.88555894530375,3.89793929196005,8.1713368361116
ISLE_SESS0131_BLOCKD02_03_sprt1,0.0,4.5,wav,-43.798328993055556,-53.56747407179613,3.8881896422186926,11.443148868500742
F2BJRLP3,0.0,30.7068125,wav,-46.00301204819277,-46.89164609986174,3.716452463819298,10.329792916197029
F2BJRLP2,0.0,28.6474375,wav,-45.441445789703316,-45.73668264383133,3.6099060479595213,7.922912058235026
ISLE_SESS0131_BLOCKD02_01_sprt1,0.0,4.125,wav,-43.133862363801455,-52.31292489858774,2.7237218302666903,11.85118774544399
ISLE_SESS0131_BLOCKD02_02_sprt1,0.0,3.875,wav,-44.83911887886598,-50.91816266377767,2.5633459565624697,12.358243745435463
